Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Air Quality,PM2.5 Concentration,2014,12.4779055,"Census Tract 1959.02, Los Angeles County, California",195902,Silver Lake,1400000US06037195902,"(34.08661, -118.279689)",PM2.5_Concentration_2014_1400000US06037195902,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.4979573,"Census Tract 1959.03, Los Angeles County, California",195903,Silver Lake,1400000US06037195903,"(34.080591, -118.2818)",PM2.5_Concentration_2014_1400000US06037195903,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51558878,"Census Tract 1972, Los Angeles County, California",197200,Elysian Valley,1400000US06037197200,"(34.0898635, -118.2358515)",PM2.5_Concentration_2014_1400000US06037197200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53542748,"Census Tract 1973, Los Angeles County, California",197300,Echo Park,1400000US06037197300,"(34.0815145, -118.2517655)",PM2.5_Concentration_2014_1400000US06037197300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48532995,"Census Tract 1974.10, Los Angeles County, California",197410,Echo Park,1400000US06037197410,"(34.094369, -118.2512135)",PM2.5_Concentration_2014_1400000US06037197410,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52066058,"Census Tract 1974.20, Los Angeles County, California",197420,Echo Park,1400000US06037197420,"(34.082834, -118.2561185)",PM2.5_Concentration_2014_1400000US06037197420,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.56083608,"Census Tract 1975, Los Angeles County, California",197500,Echo Park,1400000US06037197500,"(34.0729805, -118.256785)",PM2.5_Concentration_2014_1400000US06037197500,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.5838356,"Census Tract 1976, Los Angeles County, California",197600,Echo Park,1400000US06037197600,"(34.0683535, -118.251864)",PM2.5_Concentration_2014_1400000US06037197600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.589876,"Census Tract 1977, Los Angeles County, California",197700,Chinatown,1400000US06037197700,"(34.068935, -118.2444855)",PM2.5_Concentration_2014_1400000US06037197700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.57489255,"Census Tract 1990, Los Angeles County, California",199000,Lincoln Heights,1400000US06037199000,"(34.081284, -118.21934)",PM2.5_Concentration_2014_1400000US06037199000,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59935151,"Census Tract 1991.10, Los Angeles County, California",199110,Montecito Heights,1400000US06037199110,"(34.0797765, -118.197148)",PM2.5_Concentration_2014_1400000US06037199110,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.62984864,"Census Tract 1991.20, Los Angeles County, California",199120,Lincoln Heights,1400000US06037199120,"(34.0713815, -118.200508)",PM2.5_Concentration_2014_1400000US06037199120,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59708233,"Census Tract 1992.01, Los Angeles County, California",199201,Lincoln Heights,1400000US06037199201,"(34.076463, -118.211518)",PM2.5_Concentration_2014_1400000US06037199201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.5863743,"Census Tract 1992.02, Los Angeles County, California",199202,Montecito Heights,1400000US06037199202,"(34.0810735, -118.2029945)",PM2.5_Concentration_2014_1400000US06037199202,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.5430722,"Census Tract 1993, Los Angeles County, California",199300,Montecito Heights,1400000US06037199300,"(34.0915875, -118.2007585)",PM2.5_Concentration_2014_1400000US06037199300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.54746326,"Census Tract 1994, Los Angeles County, California",199400,Montecito Heights,1400000US06037199400,"(34.0875695, -118.209014)",PM2.5_Concentration_2014_1400000US06037199400,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6187401,"Census Tract 1997, Los Angeles County, California",199700,Lincoln Heights,1400000US06037199700,"(34.0679435, -118.221008)",PM2.5_Concentration_2014_1400000US06037199700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61798712,"Census Tract 1998, Los Angeles County, California",199800,Lincoln Heights,1400000US06037199800,"(34.070658, -118.2103495)",PM2.5_Concentration_2014_1400000US06037199800,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.63459499,"Census Tract 1999, Los Angeles County, California",199900,Lincoln Heights,1400000US06037199900,"(34.0639545, -118.2104575)",PM2.5_Concentration_2014_1400000US06037199900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.55830366,"Census Tract 2011.10, Los Angeles County, California",201110,El Sereno,1400000US06037201110,"(34.095485, -118.1746015)",PM2.5_Concentration_2014_1400000US06037201110,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.56833968,"Census Tract 2011.20, Los Angeles County, California",201120,El Sereno,1400000US06037201120,"(34.094111, -118.1626205)",PM2.5_Concentration_2014_1400000US06037201120,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58049645,"Census Tract 2012, Los Angeles County, California",201200,El Sereno,1400000US06037201200,"(34.0890575, -118.177957)",PM2.5_Concentration_2014_1400000US06037201200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.57347419,"Census Tract 2013.01, Los Angeles County, California",201301,Montecito Heights,1400000US06037201301,"(34.088628, -118.187094)",PM2.5_Concentration_2014_1400000US06037201301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53456469,"Census Tract 2013.02, Los Angeles County, California",201302,Montecito Heights,1400000US06037201302,"(34.098103, -118.1841585)",PM2.5_Concentration_2014_1400000US06037201302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60812053,"Census Tract 2014.01, Los Angeles County, California",201401,El Sereno,1400000US06037201401,"(34.0809785, -118.18591)",PM2.5_Concentration_2014_1400000US06037201401,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.64401162,"Census Tract 2014.02, Los Angeles County, California",201402,El Sereno,1400000US06037201402,"(34.0686905, -118.188445)",PM2.5_Concentration_2014_1400000US06037201402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60270799,"Census Tract 2015.01, Los Angeles County, California",201501,El Sereno,1400000US06037201501,"(34.0872435, -118.1663745)",PM2.5_Concentration_2014_1400000US06037201501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59932496,"Census Tract 2015.03, Los Angeles County, California",201503,El Sereno,1400000US06037201503,"(34.0853625, -118.1734105)",PM2.5_Concentration_2014_1400000US06037201503,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61606221,"Census Tract 2015.04, Los Angeles County, California",201504,El Sereno,1400000US06037201504,"(34.0810995, -118.1730255)",PM2.5_Concentration_2014_1400000US06037201504,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.64107426,"Census Tract 2016.01, Los Angeles County, California",201601,El Sereno,1400000US06037201601,"(34.071752, -118.17646)",PM2.5_Concentration_2014_1400000US06037201601,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.63474791,"Census Tract 2016.02, Los Angeles County, California",201602,El Sereno,1400000US06037201602,"(34.075975, -118.168817)",PM2.5_Concentration_2014_1400000US06037201602,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.66322446,"Census Tract 2017, Los Angeles County, California",201700,El Sereno,1400000US06037201700,"(34.068283, -118.1738345)",PM2.5_Concentration_2014_1400000US06037201700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.66465728,"Census Tract 2031, Los Angeles County, California",203100,Boyle Heights,1400000US06037203100,"(34.059408, -118.197818)",PM2.5_Concentration_2014_1400000US06037203100,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.68005159,"Census Tract 2032, Los Angeles County, California",203200,Boyle Heights,1400000US06037203200,"(34.0517485, -118.1981725)",PM2.5_Concentration_2014_1400000US06037203200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.65452767,"Census Tract 2033, Los Angeles County, California",203300,Boyle Heights,1400000US06037203300,"(34.059558, -118.205929)",PM2.5_Concentration_2014_1400000US06037203300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6526286,"Census Tract 2035, Los Angeles County, California",203500,Boyle Heights,1400000US06037203500,"(34.0549495, -118.2212065)",PM2.5_Concentration_2014_1400000US06037203500,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.67266458,"Census Tract 2036, Los Angeles County, California",203600,Boyle Heights,1400000US06037203600,"(34.0509745, -118.2085545)",PM2.5_Concentration_2014_1400000US06037203600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.68272245,"Census Tract 2037.10, Los Angeles County, California",203710,Boyle Heights,1400000US06037203710,"(34.04985, -118.2009955)",PM2.5_Concentration_2014_1400000US06037203710,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.68709202,"Census Tract 2037.20, Los Angeles County, California",203720,Boyle Heights,1400000US06037203720,"(34.046939, -118.203105)",PM2.5_Concentration_2014_1400000US06037203720,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.69645505,"Census Tract 2038, Los Angeles County, California",203800,Boyle Heights,1400000US06037203800,"(34.045049, -118.196441)",PM2.5_Concentration_2014_1400000US06037203800,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.71421576,"Census Tract 2039, Los Angeles County, California",203900,Boyle Heights,1400000US06037203900,"(34.0342105, -118.195139)",PM2.5_Concentration_2014_1400000US06037203900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.70427533,"Census Tract 2041.10, Los Angeles County, California",204110,Boyle Heights,1400000US06037204110,"(34.038791, -118.198734)",PM2.5_Concentration_2014_1400000US06037204110,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.70907784,"Census Tract 2041.20, Los Angeles County, California",204120,Boyle Heights,1400000US06037204120,"(34.033887, -118.2011895)",PM2.5_Concentration_2014_1400000US06037204120,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.69173631,"Census Tract 2042, Los Angeles County, California",204200,Boyle Heights,1400000US06037204200,"(34.043615, -118.205084)",PM2.5_Concentration_2014_1400000US06037204200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6976976,"Census Tract 2043, Los Angeles County, California",204300,Boyle Heights,1400000US06037204300,"(34.038738, -118.208061)",PM2.5_Concentration_2014_1400000US06037204300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.67892146,"Census Tract 2044.10, Los Angeles County, California",204410,Boyle Heights,1400000US06037204410,"(34.046181, -118.214985)",PM2.5_Concentration_2014_1400000US06037204410,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.68502332,"Census Tract 2044.20, Los Angeles County, California",204420,Boyle Heights,1400000US06037204420,"(34.0445335, -118.211622)",PM2.5_Concentration_2014_1400000US06037204420,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.69359213,"Census Tract 2046, Los Angeles County, California",204600,Boyle Heights,1400000US06037204600,"(34.036247, -118.2161145)",PM2.5_Concentration_2014_1400000US06037204600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.70465005,"Census Tract 2047, Los Angeles County, California",204700,Boyle Heights,1400000US06037204700,"(34.030962, -118.212412)",PM2.5_Concentration_2014_1400000US06037204700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.71346118,"Census Tract 2048.10, Los Angeles County, California",204810,Boyle Heights,1400000US06037204810,"(34.028574, -118.2027025)",PM2.5_Concentration_2014_1400000US06037204810,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.71532935,"Census Tract 2048.20, Los Angeles County, California",204820,Boyle Heights,1400000US06037204820,"(34.023785, -118.2058885)",PM2.5_Concentration_2014_1400000US06037204820,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.72101414,"Census Tract 2049.10, Los Angeles County, California",204910,Boyle Heights,1400000US06037204910,"(34.0250545, -118.1964135)",PM2.5_Concentration_2014_1400000US06037204910,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.72307083,"Census Tract 2049.20, Los Angeles County, California",204920,Boyle Heights,1400000US06037204920,"(34.0181175, -118.197122)",PM2.5_Concentration_2014_1400000US06037204920,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.70943153,"Census Tract 2051.10, Los Angeles County, California",205110,Boyle Heights,1400000US06037205110,"(34.0244945, -118.214114)",PM2.5_Concentration_2014_1400000US06037205110,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.71432857,"Census Tract 2051.20, Los Angeles County, California",205120,Boyle Heights,1400000US06037205120,"(34.0191645, -118.2113105)",PM2.5_Concentration_2014_1400000US06037205120,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60399103,"Census Tract 2060.10, Los Angeles County, California",206010,Elysian Park,1400000US06037206010,"(34.0702965, -118.2318745)",PM2.5_Concentration_2014_1400000US06037206010,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.63773519,"Census Tract 2060.20, Los Angeles County, California",206020,Chinatown,1400000US06037206020,"(34.057696, -118.232064)",PM2.5_Concentration_2014_1400000US06037206020,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6890722,"Census Tract 2060.31, Los Angeles County, California",206031,Downtown,1400000US06037206031,"(34.0344105, -118.23121)",PM2.5_Concentration_2014_1400000US06037206031,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.66939559,"Census Tract 2060.32, Los Angeles County, California",206032,Boyle Heights,1400000US06037206032,"(34.0473465, -118.2237095)",PM2.5_Concentration_2014_1400000US06037206032,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.69665284,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,1400000US06037206050,"(34.0290235, -118.2229675)",PM2.5_Concentration_2014_1400000US06037206050,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.65464652,"Census Tract 2062, Los Angeles County, California",206200,Downtown,1400000US06037206200,"(34.04707, -118.2428045)",PM2.5_Concentration_2014_1400000US06037206200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.66523628,"Census Tract 2063, Los Angeles County, California",206300,Downtown,1400000US06037206300,"(34.0405235, -118.244262)",PM2.5_Concentration_2014_1400000US06037206300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61444304,"Census Tract 2071.01, Los Angeles County, California",207101,Downtown,1400000US06037207101,"(34.0610075, -118.2449835)",PM2.5_Concentration_2014_1400000US06037207101,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6254159,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,1400000US06037207102,"(34.058835, -118.239167)",PM2.5_Concentration_2014_1400000US06037207102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60999078,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,1400000US06037207103,"(34.0642795, -118.2398345)",PM2.5_Concentration_2014_1400000US06037207103,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.64617199,"Census Tract 2073.01, Los Angeles County, California",207301,Downtown,1400000US06037207301,"(34.0469135, -118.251366)",PM2.5_Concentration_2014_1400000US06037207301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.64764257,"Census Tract 2073.02, Los Angeles County, California",207302,Downtown,1400000US06037207302,"(34.0474815, -118.2478185)",PM2.5_Concentration_2014_1400000US06037207302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.62919959,"Census Tract 2074, Los Angeles County, California",207400,Downtown,1400000US06037207400,"(34.056393, -118.24561)",PM2.5_Concentration_2014_1400000US06037207400,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61982742,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,1400000US06037207501,"(34.0565345, -118.2528675)",PM2.5_Concentration_2014_1400000US06037207501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.62977465,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,1400000US06037207502,"(34.0524315, -118.253282)",PM2.5_Concentration_2014_1400000US06037207502,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.63526958,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,1400000US06037207710,"(34.0467345, -118.2622625)",PM2.5_Concentration_2014_1400000US06037207710,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.65043809,"Census Tract 2079, Los Angeles County, California",207900,Downtown,1400000US06037207900,"(34.0403745, -118.260362)",PM2.5_Concentration_2014_1400000US06037207900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59829819,"Census Tract 2080, Los Angeles County, California",208000,Echo Park,1400000US06037208000,"(34.062852, -118.2552085)",PM2.5_Concentration_2014_1400000US06037208000,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58909282,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,1400000US06037208301,"(34.061991, -118.265842)",PM2.5_Concentration_2014_1400000US06037208301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58817945,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,1400000US06037208302,"(34.0634965, -118.26261)",PM2.5_Concentration_2014_1400000US06037208302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.5794488,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,1400000US06037208401,"(34.063775, -118.269137)",PM2.5_Concentration_2014_1400000US06037208401,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.56755085,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,1400000US06037208402,"(34.0682985, -118.265581)",PM2.5_Concentration_2014_1400000US06037208402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.55613078,"Census Tract 2085.01, Los Angeles County, California",208501,Westlake,1400000US06037208501,"(34.0694385, -118.271932)",PM2.5_Concentration_2014_1400000US06037208501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.56562149,"Census Tract 2085.02, Los Angeles County, California",208502,Westlake,1400000US06037208502,"(34.0660235, -118.2741745)",PM2.5_Concentration_2014_1400000US06037208502,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53367536,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,1400000US06037208610,"(34.071928, -118.280946)",PM2.5_Concentration_2014_1400000US06037208610,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.54779721,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,1400000US06037208620,"(34.069656, -118.2780295)",PM2.5_Concentration_2014_1400000US06037208620,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.55600562,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,1400000US06037208710,"(34.065666, -118.282003)",PM2.5_Concentration_2014_1400000US06037208710,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.56790061,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,1400000US06037208720,"(34.062837, -118.2811225)",PM2.5_Concentration_2014_1400000US06037208720,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58213391,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,1400000US06037208801,"(34.0602215, -118.276593)",PM2.5_Concentration_2014_1400000US06037208801,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.573025,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,1400000US06037208802,"(34.061881, -118.2785535)",PM2.5_Concentration_2014_1400000US06037208802,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59828452,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,1400000US06037208902,"(34.0564435, -118.2723635)",PM2.5_Concentration_2014_1400000US06037208902,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58702639,"Census Tract 2089.03, Los Angeles County, California",208903,Westlake,1400000US06037208903,"(34.0594445, -118.273509)",PM2.5_Concentration_2014_1400000US06037208903,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.591638,"Census Tract 2089.04, Los Angeles County, California",208904,Westlake,1400000US06037208904,"(34.059592, -118.270177)",PM2.5_Concentration_2014_1400000US06037208904,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60750676,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,1400000US06037209102,"(34.05566, -118.2674565)",PM2.5_Concentration_2014_1400000US06037209102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60594883,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,1400000US06037209103,"(34.0570845, -118.2639395)",PM2.5_Concentration_2014_1400000US06037209103,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59715723,"Census Tract 2091.04, Los Angeles County, California",209104,Westlake,1400000US06037209104,"(34.058994, -118.2663115)",PM2.5_Concentration_2014_1400000US06037209104,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61735782,"Census Tract 2092, Los Angeles County, California",209200,Westlake,1400000US06037209200,"(34.054276, -118.26086)",PM2.5_Concentration_2014_1400000US06037209200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61865409,"Census Tract 2093, Los Angeles County, California",209300,Westlake,1400000US06037209300,"(34.0508765, -118.2678705)",PM2.5_Concentration_2014_1400000US06037209300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.58634786,"Census Tract 2094.01, Los Angeles County, California",209401,Westlake,1400000US06037209401,"(34.0568345, -118.2810775)",PM2.5_Concentration_2014_1400000US06037209401,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59764173,"Census Tract 2094.02, Los Angeles County, California",209402,Westlake,1400000US06037209402,"(34.0546635, -118.2772135)",PM2.5_Concentration_2014_1400000US06037209402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60592785,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,1400000US06037209403,"(34.0531325, -118.273845)",PM2.5_Concentration_2014_1400000US06037209403,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.59664667,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,1400000US06037209510,"(34.0530605, -118.281509)",PM2.5_Concentration_2014_1400000US06037209510,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.60920809,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,1400000US06037209520,"(34.050539, -118.2769545)",PM2.5_Concentration_2014_1400000US06037209520,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.6064899,"Census Tract 2098.10, Los Angeles County, California",209810,Pico-Union,1400000US06037209810,"(34.049228, -118.2819155)",PM2.5_Concentration_2014_1400000US06037209810,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.61615277,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,1400000US06037209820,"(34.047197, -118.278215)",PM2.5_Concentration_2014_1400000US06037209820,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.62382637,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,1400000US06037210010,"(34.0467975, -118.2717075)",PM2.5_Concentration_2014_1400000US06037210010,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.47234787,"Census Tract 2110, Los Angeles County, California",211000,Hancock Park,1400000US06037211000,"(34.0683115, -118.3326325)",PM2.5_Concentration_2014_1400000US06037211000,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.55072344,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,1400000US06037211120,"(34.0652025, -118.286978)",PM2.5_Concentration_2014_1400000US06037211120,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52547341,"Census Tract 2111.21, Los Angeles County, California",211121,Westlake,1400000US06037211121,"(34.0726225, -118.2849265)",PM2.5_Concentration_2014_1400000US06037211121,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52144379,"Census Tract 2111.22, Los Angeles County, California",211122,Koreatown,1400000US06037211122,"(34.0726525, -118.289233)",PM2.5_Concentration_2014_1400000US06037211122,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50073051,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,1400000US06037211201,"(34.074518, -118.298475)",PM2.5_Concentration_2014_1400000US06037211201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50721095,"Census Tract 2112.02, Los Angeles County, California",211202,Koreatown,1400000US06037211202,"(34.074526, -118.2941155)",PM2.5_Concentration_2014_1400000US06037211202,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51485927,"Census Tract 2113.10, Los Angeles County, California",211310,Koreatown,1400000US06037211310,"(34.0708895, -118.298462)",PM2.5_Concentration_2014_1400000US06037211310,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52136404,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,1400000US06037211320,"(34.0708825, -118.294158)",PM2.5_Concentration_2014_1400000US06037211320,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.49475734,"Census Tract 2114.10, Los Angeles County, California",211410,Koreatown,1400000US06037211410,"(34.0726125, -118.307315)",PM2.5_Concentration_2014_1400000US06037211410,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50146143,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,1400000US06037211420,"(34.072636, -118.302937)",PM2.5_Concentration_2014_1400000US06037211420,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48256742,"Census Tract 2115, Los Angeles County, California",211500,Windsor Square,1400000US06037211500,"(34.0725965, -118.316)",PM2.5_Concentration_2014_1400000US06037211500,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50442618,"Census Tract 2117.01, Los Angeles County, California",211701,Windsor Square,1400000US06037211701,"(34.0653255, -118.3184645)",PM2.5_Concentration_2014_1400000US06037211701,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50892007,"Census Tract 2117.03, Los Angeles County, California",211703,Koreatown,1400000US06037211703,"(34.067143, -118.311589)",PM2.5_Concentration_2014_1400000US06037211703,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52202293,"Census Tract 2117.04, Los Angeles County, California",211704,Koreatown,1400000US06037211704,"(34.0635115, -118.3116385)",PM2.5_Concentration_2014_1400000US06037211704,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53244697,"Census Tract 2118.02, Los Angeles County, California",211802,Koreatown,1400000US06037211802,"(34.0635375, -118.304729)",PM2.5_Concentration_2014_1400000US06037211802,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52318542,"Census Tract 2118.03, Los Angeles County, California",211803,Koreatown,1400000US06037211803,"(34.0671885, -118.3022325)",PM2.5_Concentration_2014_1400000US06037211803,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51664175,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,1400000US06037211804,"(34.0671615, -118.3066105)",PM2.5_Concentration_2014_1400000US06037211804,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.52862866,"Census Tract 2119.10, Los Angeles County, California",211910,Koreatown,1400000US06037211910,"(34.067207, -118.2985)",PM2.5_Concentration_2014_1400000US06037211910,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53658553,"Census Tract 2119.21, Los Angeles County, California",211921,Koreatown,1400000US06037211921,"(34.067232, -118.292902)",PM2.5_Concentration_2014_1400000US06037211921,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53307173,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,1400000US06037211922,"(34.067223, -118.295398)",PM2.5_Concentration_2014_1400000US06037211922,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.54760178,"Census Tract 2121.01, Los Angeles County, California",212101,Koreatown,1400000US06037212101,"(34.0635935, -118.29414)",PM2.5_Concentration_2014_1400000US06037212101,1/1/14
